file_name,reading_ease,grade_level,word_count,error
/content/ServiceNowDocs/markdown/healthcare-life-sciences/pss-conduct-training.md,53.55791857798167,9.173902905198776,327.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/hl7-failed-messages-investigate.md,33.07161016949155,12.834285714285716,236.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/hcls-redox-explore.md,0.2958502024291647,19.753625730994155,342.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/pre-visit-viewing-patient-info.md,39.56376160990715,11.628142414860683,532.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/hco-copy-script-include-global.md,43.28201522951525,10.796956241956245,259.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/pss-create-case-contributor.md,24.227619047619072,14.517380952380954,168.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/cto-facilities-assign-roles_0.md,11.7036341463415,15.701121951219516,246.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/pre-visit-complete-to-do.md,34.71272580645163,13.808483870967745,217.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/hcls-cto-remove-member.md,48.32289678675755,9.53860759493671,158.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/care-team-operations-for-biomed.md,23.689418604651195,13.007242524916947,172.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/pss-approve-rca.md,6.698808229813693,17.324588509316772,161.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/pre-visit-components-installed.md,12.837875216637798,15.564211933646945,577.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/pss-config-to-do.md,26.374055045871557,14.996403669724774,218.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/hco-fhir-overview.md,15.425137500000005,16.930358333333334,375.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/cto-facilities-landing.md,16.040410958904147,13.612759295499021,146.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/cto-it-reference.md,-12.812437810945255,20.594626865671646,67.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/pre-visit-config-doc-decisions.md,18.37371087031306,15.15446336429309,323.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/cto-facilities-create-group-support-agents.md,25.604659632403013,14.006814159292038,226.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/cto-facilities-fulfilling-requests.md,20.06000000000003,14.187777777777779,180.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/pss-view-training-tasks.md,46.328516471119144,11.09833709386282,277.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/pss-config-app.md,28.956538461538486,12.813120567375886,564.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/pss-booking-appt-patient.md,24.360678733031676,14.734509803921572,255.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/pss-app.md,24.535434782608718,12.818260869565215,276.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/install-pre-visit-mgmt.md,24.932189542483684,14.474313725490198,340.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/configuring-cto-it.md,28.129115384615403,15.102956043956045,325.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/ctwm-fulfill-healthcare-orchestration-cases-tasks.md,29.635227272727292,12.377954545454546,144.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/pre-visit-config-playbook.md,14.29756097560977,15.630336817653891,246.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/cto-facilities-assignment-groups.md,21.94170454545457,14.981136363636367,308.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/exploring-cto-it.md,25.56221175380341,15.774994208046952,563.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/cto-mobile-track-requests.md,48.01095686767172,10.682525125628143,199.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/pre-visit-assign-roles.md,16.3413877867863,13.977193375884081,374.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/pss-components-installed.md,24.347141948788476,14.64223852895687,1058.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/hco-now-assist-create-launcher-button.md,49.20500000000001,9.732249240121583,282.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/hl7-parser-config-fields.md,35.00278093883358,10.928563300142248,380.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/hcls-cto-track-requests.md,50.05083783783786,9.954972972972971,222.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/hco-fhir-configure-decision-table.md,6.825253611017814,16.68349344978166,229.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/pss-view-cases.md,40.462246941712664,11.895390981050614,379.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/ctwm-op-care-team-case.md,31.37095022624436,11.482647058823527,136.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/ctwm-task-plan-example.md,18.616559895213157,16.441907597046917,442.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/ctwm-activate.md,19.29031818181818,14.94104545454546,176.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/ctwm-op-orc-case.md,17.58464634146344,13.86228455284553,246.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/hco-authenticate-portal.md,46.363965718965716,10.692049842049844,518.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/care-team-mobile-exploring.md,24.20773293607803,15.988427230046952,639.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/pss-case-contributor.md,26.055641025641023,15.007692307692313,260.0,
/content/ServiceNowDocs/markdown/healthcare-life-sciences/hco-now-assist-voice-agent.md,44.78706510348442,10.930816085931362,347.0,
